race_id,nirenpuku_result,payout_nirenpuku_100
6120260722020011,1-5,1430
6120260722020012,2-7,670
8520260722020001,4-6,560
8520260722020002,1-4,170
8520260722020003,3-7,150
8520260722020004,5-7,250
8520260722020005,1-5,120
8520260722020006,1-7,160
8520260722020007,1-5,1000
2320260726020001,2-5,130
2320260726020002,4-5,3250
2320260726020003,3-5,370
2320260726020004,1-2,820
2320260726020005,1-5,380
2320260726020006,2-7,580
2320260726020007,4-7,510
2820260727010001,4-5,3450
2820260727010002,1-7,380
2820260727010003,2-4,110
2820260727010004,1-5,1340
2820260727010005,4-7,550
2820260727010006,1-3,140
2820260727010007,1-4,100
2820260727010008,5-7,1330
2820260727010009,1-5,240
2820260727010010,2-5,130
2820260727010011,4-5,160
2820260727010012,1-3,420
4520260725030001,1-7,680
4520260725030002,2-7,2000
4520260725030003,2-5,150
4520260725030004,3-9,1040
4520260725030005,2-9,890
4520260725030006,7-9,140
4520260725030007,2-8,620
4520260725030008,1-9,1560
4520260725030009,1-5,370
4520260725030010,3-5,280
4520260725030011,1-2,670
4520260725030012,2-7,580
5320260725030001,5-7,1330
5320260725030002,1-5,550
5320260725030003,6-7,560
6120260727010001,2-5,1210
6120260727010002,3-7,120
6120260727010003,1-5,330
6220260727010001,3-4,230
6220260727010002,1-5,570
6220260727010003,1-5,100
6220260727010004,1-5,160
6220260727010005,1-2,2040
6220260727010006,3-4,1220
6220260727010007,2-7,400
2320260726030001,1-4,160
2320260726030002,1-5,110
2320260726030003,1-7,14640
2320260726030004,1-7,310
2320260726030005,1-5,210
2320260726030006,3-7,260
2820260727020001,4-5,2020
2820260727020002,4-6,2680
2820260727020003,3-5,330
2820260727020004,3-5,1570
2820260727020005,1-7,110
2820260727020006,5-6,100
2820260727020007,1-3,100
2820260727020008,4-5,1270
2820260727020009,4-5,200
2820260727020010,1-4,280
2820260727020011,1-4,290
2820260727020012,3-5,120
3520260728010001,1-3,110
3520260728010002,1-4,1500
4520260725040001,1-6,260
4520260725040002,2-3,2580
4520260725040003,3-7,200
4520260725040004,1-7,460
4520260725040005,3-7,150
4520260725040006,1-7,1350
4520260725040007,1-5,810
4520260725040008,1-7,560
4520260725040009,2-7,2150
4520260725040010,1-6,940
4520260725040012,1-9,310
6120260727020001,3-7,4970
6120260727020002,3-7,1000
6120260727020003,1-4,470
6220260727020001,2-5,210
6220260727020002,2-7,290
6220260727020003,3-5,240
6220260727020004,1-5,180
6220260727020005,2-5,480
6220260727020006,1-5,110
6220260727020007,1-5,210
